X;Y;nom_amenageur;siren_amenageur;contact_amenageur;nom_operateur;contact_operateur;telephone_operateur;nom_enseigne;id_station_itinerance;id_station_local;nom_station;implantation_station;adresse_station;code_insee_commune;coordonneesXY;nbre_pdc;id_pdc_itinerance;id_pdc_local;puissance_nominale;prise_type_ef;prise_type_2;prise_type_combo_ccs;prise_type_chademo;prise_type_autre;gratuit;paiement_acte;paiement_cb;paiement_autre;tarification;condition_acces;reservation;horaires;accessibilite_pmr;restriction_gabarit;station_deux_roues;raccordement;num_pdl;date_mise_en_service;observations;date_maj
-0.9479907;47.8484888999735;TE 53;;;Bouygues Énergies et Services;;;TEM53;Non concerné;;;;;"53084";"[-0.9479907000000001,47.848488899973546]";"4";Non concerné;FR*S53*P53084*001;;true;true;true;true;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/7606816585;2022-10-19
1.1243454;49.4219088995887;MRN;;;Bouygues Énergies et Services;;;Alizé Liberté;Non concerné;;;;;"76103";"[1.1243454,49.42190889958865]";"2";Non concerné;FR*C01*P76103*001;;true;true;;;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/7285786892;2023-04-07
3.5724664;47.952385999949;SDEY;;;SDEY;;;IRVE SDEY;Non concerné;;;;;"89282";"[3.5724664,47.95238599994901]";"2";Non concerné;FR*S89*P89282*A;;true;true;;;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/5528669406;2020-03-01
6.4984409;44.824946700484;SYME05;;;SYME05;;;E Born;Non concerné;;;;;"05110";"[6.4984409,44.824946700484]";"2";Non concerné;FR*S05*P05110*A;;true;true;;;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/7913466087;2020-09-16
-2.0701713;47.7054592000068;;;;SDE35;;;;Non concerné;;;;;"35013";"[-2.0701713,47.70545920000684]";"2";Non concerné;;;;;;;;;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;"2016";node/5989875308;2020-03-14
4.8850107;45.7545973003788;;;;Izivia;;;;Non concerné;;;;;"69266";"[4.8850107,45.75459730037884]";"1";Non concerné;;;;true;;;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/9873301813;2022-07-07
6.7809719;45.6238591003968;;;;;;;;Non concerné;;Darty Intersport;;;"73054";"[6.780971899999999,45.62385910039677]";;Non concerné;;;true;true;;;;false;;;;;Accès libre;;"Mo-Sa 08:00-20:30; Su 08:00-13:00";Accessibilité inconnue;;;;;;node/11013731004;2023-06-30
6.814175;47.6840830000118;Territoire d'Énergie 90;;;Freshmile;;;Territoire d'Énergie 90;Non concerné;;;;;"90093";"[6.814174999999999,47.684083000011796]";"4";Non concerné;FR*S90*P090093119;;true;true;;;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/7471334665;2020-05-01
7.089485;47.9048386999603;;;;Ferme Auberge du Haag;;;;Non concerné;;Bosch eBike Charger;;;"68102";"[7.089485000000001,47.90483869996027]";;Non concerné;;;;;;;;false;;;;;Accès libre;;;Accessibilité inconnue;;true;;;;node/7687776130;2020-07-06
4.8395177;45.7880192003741;;;;EVBOX;;;;Non concerné;;;;;"69034";"[4.839517700000001,45.78801920037408]";"2";Non concerné;;;;;;;;;;;;;Accès libre;;;Accessibilité inconnue;;;;;;node/10061968256;2022-10-05
-2.0348663;48.1295969999066;OUEST CHARGE - 35;;;Sodetrel;sav@izivia.com;"+33972668001";OUEST CHARGE - 35;Non concerné;;;;;"35133";"[-2.0348663,48.12959699990661]";"2";Non concerné;"FR*S35*PSD353511;FR*S35*PSD353512";;true;true;;;;true;;false;;;Accès libre;;24/7;Accessibilité inconnue;;;;;"2017";node/4895829801;2022-10-30
-0.3753376;46.2982318002938;;;;"Tesla, Inc.";;;Tesla Supercharger;Non concerné;;Niort Supercharger;;;"79355";"[-0.3753376,46.298231800293806]";"12";Non concerné;;;;;;;;true;;;;"0,67 EUR/kWh";Accès libre;;24/7;Accessibilité inconnue;;;;;;node/9272976778;2023-01-23
-1.7369665;46.5050642002572;SYDEV 85;;;Bouygues Énergies et Services;;;SYDEV;Non concerné;;;;;"85194";"[-1.7369665,46.50506420025724]";"2";Non concerné;FR*S85*P85060*001;;true;true;;;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/3250911135;2021-07-14
-3.5393844;48.2758671998711;;;;;;;;Non concerné;;;;;"29024";"[-3.5393844,48.27586719987112]";;Non concerné;;;;;;;;;;;;;Accès libre;;;Accessibilité inconnue;;;;;;node/8979135998;2021-08-04
3.0722563;50.6625700993117;;;;Driveco;exploitation@driveco.com;;Terrasses de la Madeleine;Non concerné;;;;;"59368";"[3.0722563,50.66257009931165]";"8";Non concerné;FR*SSD*PMADELEINE597001;;true;true;;;;true;;true;;;Accès libre;;24/7;Accessible mais non réservé PMR;;;;;;node/9862375862;2023-04-06
6.1265763;48.6914374997689;;;;Auchan;;;;Non concerné;;;;;"54304";"[6.1265763,48.69143749976885]";"3";Non concerné;;;;true;;true;;false;;;;;Accès libre;;;Accessibilité inconnue;;;;;;node/3931904598;2022-01-09
6.98938;43.70141570054;CASA;;;Sodetrel;;;WiiiZ;Non concerné;FR*A16*P*WIIZ*33*_*_*_;FR*A16*P*WIIZ*33*_*_*_ - Le Bar-sur-Loup Parking Place de la Tour;;;"06010";"[6.98938,43.701415700539975]";"2";Non concerné;FR*A16*P*WIIZ*33*_*_*_;;true;true;;;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/6087295116;2020-03-01
6.923167;47.717710000004;Territoire d'Énergie 90;;;Freshmile;;;Territoire d'Énergie 90;Non concerné;;;;;"90041";"[6.923167,47.71771000000403]";"4";Non concerné;FR*S90*P090041121;;true;true;;;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/7471334644;2020-05-01
-0.3363865;47.8403546999755;SABLE SUR SARTHE;;;Bouygues Énergies et Services;;;Alizé Liberté;Non concerné;;;;;"72264";"[-0.3363865,47.84035469997546]";"2";Non concerné;FR*V07*P72264*002;"36";;true;true;true;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/6017391655;2020-03-20
2.1706581;48.7096091997643;;;;Clem Mobi;;;;Non concerné;"002";002 - Joliot Curie - Est;;;"91272";"[2.1706580999999994,48.709609199764344]";"2";Non concerné;;;true;true;;;;true;;;;"Réservation 1€, 0/35 €/kWh, 2€/h à partir de la 4ème heure";Accès libre;;24/7;Accessibilité inconnue;;;;;;node/9811956662;2022-08-18
2.3787497;48.9091706997148;Métropolis;;;SPIE CITYNETWORKS;info-usager.silene@spie.com;"+33970830213";Métropolis;Non concerné;;;;;"93001";"[2.3787497,48.90917069971484]";"1";Non concerné;FR*MGP*P93001C;;true;true;;;;true;;true;;;Accès libre;true;24/7;Accessible mais non réservé PMR;;;;;;node/10289977218;2022-12-27
0.1624268;45.9591677003488;;;;;;;;Non concerné;;;;;"16361";"[0.1624268,45.95916770034879]";;Non concerné;;;;;;;;;;;;;Accès libre;;;Accessibilité inconnue;;;;;;node/8817016136;2021-06-09
-1.0172257;46.8614456001893;SYDEV 85;;;Bouygues Énergies et Services;;;SYDEV;Non concerné;;;;;"85109";"[-1.0172257,46.86144560018928]";"2";Non concerné;FR*S85*P85109*003;;true;;;;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/3250913764;2020-03-19
4.9524032;45.2908981004379;SDED;;;SPBR1;contact@reseau-eborn.fr;"+33423100350";Eborn;Non concerné;;;;;"26330";"[4.9524032,45.29089810043786]";"2";Non concerné;FR*EBN*PXEAAPBSHGL;;true;true;;;;true;;true;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/10689142341;2023-02-26
-0.260869;43.1783902005401;SDEPA 64;;;Izivia;;;MObiVE;Non concerné;;;;;"64417";"[-0.260869,43.17839020054008]";"2";Non concerné;FR*S64*PMB64*88;;true;true;;;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/7315467180;2021-04-29
5.2338173;43.475799400542;;;;Viapost;;;;Non concerné;;;;;"13117";"[5.2338173,43.47579940054195]";;Non concerné;;;;;;;;;;;;;Accès libre;;;Accessibilité inconnue;;;;;;node/5227642921;2017-11-14
2.6351535;48.5153287998124;SDESM;;;Izivia;;;Ecocharge77;Non concerné;;;;;"77152";"[2.6351535,48.51532879981239]";"2";Non concerné;FR*S77*P77152A;;true;true;;;;true;;;;;Accès libre;;;Accessibilité inconnue;;;;;;node/4924280421;2020-04-19
7.7592089;48.5944527997929;;;;Freshmile;;;;Non concerné;;;;;"67482";"[7.759208899999998,48.59445279979286]";;Non concerné;;;true;true;;;;;;;;;Accès libre;;;Accessibilité inconnue;;;;;;node/2285746571;2021-09-11
1.5246801;45.0310890004653;Ionity;;;Ionity;;;Ionity;Non concerné;"3";"3";;;"46083";"[1.5246801,45.03108900046526]";"1";Non concerné;FR*ION*E433403;"350";;;true;;;true;;;;"0,69€ / kWh";Accès libre;;24/7;Accessibilité inconnue;;;;;;"node/9817426090, Aire de Pech Montat Ouest";2022-06-15
-0.9081125;48.1373566999047;TE 53;;;Bouygues Énergies et Services;;;TEM53;Non concerné;;;;;"53243";"[-0.9081124999999999,48.13735669990473]";"2";Non concerné;FR*S53*P53243*001;;true;true;;;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/7606798924;2020-06-09
2.4245801;48.9600071997023;;;;Airbus;;;;Non concerné;;;;;"95088";"[2.4245801,48.960007199702254]";"2";Non concerné;;;;;;;;true;;true;;;Accès réservé;;;Accessibilité inconnue;;;;;;node/10988903529;2023-06-19
2.2429261;47.0954633001415;;;;Vinci Autoroutes;;;;Non concerné;;;;;"18138";"[2.2429260999999996,47.095463300141475]";"3";Non concerné;;;;;;;;true;;;;;Accès libre;;;Accessibilité inconnue;;;;;;node/9522208979;2022-07-17
3.0634003;48.9705967996996;;;;Fastned;;;Fastned;Non concerné;;Fastned Aire de Ussy sur Marne;;;"77478";"[3.0634002999999996,48.97059679969962]";"12";Non concerné;;;;true;true;true;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/10861981030;2023-05-02
0.67223;44.1862374005254;;;;Mobive;;;;Non concerné;"FR-S47-E47032-001-1;FR-S47-E47032-001-2";"FR-S47-E47032-001-1;FR-S47-E47032-001-2";;;"47032";"[0.6722299999999999,44.186237400525364]";"2";Non concerné;;;;true;;;;;;;;;Accès libre;;;Accessibilité inconnue;;;;;;node/5611408606;2018-05-14
4.5417015;43.9492428005343;Le Pont du Gard;;;Bouygues Énergies et Services;;;Alizé Liberté;Non concerné;;;;;"30212";"[4.541701500000001,43.94924280053429]";"2";Non concerné;FR*A30*P30212*001;;true;true;;;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/6694286808;2020-03-04
2.3985099;48.8311732997342;;;;Ubeeqo;;;;Non concerné;;;;;"75056";"[2.3985098999999996,48.831173299734196]";"1";Non concerné;;;;;;;;true;;;;;Accès réservé;;;Accessibilité inconnue;;;;;;node/9063831003;2021-09-05
0.4516853;44.5053016005079;TE 47;;;Izivia;;;MObiVE;Non concerné;"FR-S47-E47309-001-1;FR-S47-E47309-001-2";"FR-S47-E47309-001-1;FR-S47-E47309-001-2";;;"47309";"[0.45168529999999996,44.50530160050788]";"2";Non concerné;FR*S47*PMB47*54;;true;true;;;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/5611325019;2022-01-31
4.7432386;49.8126413994954;;;;Clem;;;;Non concerné;;AM 057 - Nouzonville - Gare;;;"08328";"[4.7432386,49.81264139949545]";"2";Non concerné;;;;;;;;;;;;;Accès libre;;;Accessibilité inconnue;;;;;;node/6128290963;2018-12-11
-1.760171;46.6973540002213;SYDEV 85;;;Bouygues Énergies et Services;;;SyDEV;Non concerné;;;;;"85070";"[-1.7601709999999997,46.697354000221324]";"2";Non concerné;FR*S85*P85070*001;;true;true;;;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/7923827925;2020-09-19
5.8473799;43.1371698005394;Mouv Élec Var;;;Mouv Élec Var;;;;Non concerné;;OLLIOULES_Place Lemoyne;;;"83090";"[5.8473799,43.13716980053941]";"2";Non concerné;FR*S83*P83090*A;;true;true;;;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/7254949688;2021-04-19
0.2211837;47.3872503000787;;;;;;;;Non concerné;;;;;"37082";"[0.2211837,47.38725030007871]";;Non concerné;;;;;;;;;;;;;Accès libre;;;Accessibilité inconnue;;;;;;node/10778702586;2023-04-01
3.6714361;47.7894896999873;;;;Sodetrel Mobilité;;;Corri-dor;Non concerné;;Aire de Vernoy Soleil Levant;;;"89438";"[3.6714361,47.78948969998735]";"1";Non concerné;FR*E04*P*OAZS*95*_*_*_;50kW;;true;true;true;;true;;;;;Accès libre;;24/7;Accessibilité inconnue;;;;;;node/5536390266;2022-07-23
2.2338505;48.9940292996938;;;;Val Parisis Agglo;;;;Non concerné;;;;;"95252";"[2.2338505,48.99402929969381]";"2";Non concerné;;;;;;;;;;;;;Accès libre;;;Accessibilité inconnue;;;;;;node/5944691366;2021-02-04
7.3882111;47.7820089999891;;;;"Tesla, Inc.";;;Tesla Supercharger;Non concerné;;Mulhouse Supercharger;;"26 Route Départementale 201, Sausheim";"68300";"[7.3882111,47.78200899998911]";"8";Non concerné;;;;;;;;true;;;;"0,67 EUR/kWh";Accès réservé;;24/7;Accessibilité inconnue;;;;;;node/9272958285;2022-09-25
